Image Name,Count,Error
20260425_233229_cf245ebb_IMG_4685.jpeg,76,
20260425_233229_cf245ebb_IMG_4684.jpeg,87,
20260425_233229_cf245ebb_IMG_4683.jpeg,69,
20260425_233229_cf245ebb_IMG_4682.jpeg,83,

Total Shrimp Detected,315,
