Image Name,Count,Error
20260425_233122_1aa57fe2_IMG_4685.jpeg,76,
20260425_233122_1aa57fe2_IMG_4684.jpeg,87,
20260425_233122_1aa57fe2_IMG_4683.jpeg,69,
20260425_233122_1aa57fe2_IMG_4682.jpeg,83,
20260425_233122_1aa57fe2_IMG_4691.jpeg,0,Unreadable image file: 20260425_233122_1aa57fe2_IMG_4691.jpeg

Total Shrimp Detected,315,
